"CAMIS","DBA","BORO","BUILDING","STREET","ZIPCODE","PHONE","CUISINE.DESCRIPTION","N.INSPECTIONS"
40368318,"MAGGIES PLACE","MANHATTAN","21        ","EAST   47 STREET                                                                                    ",10017,"2127535757","American ",6
40368338,"BRADY'S BAR","MANHATTAN","1583      ","2 AVENUE                                                                                            ",10028,"2128616070","American ",7
40368346,"DA SILVANO RESTAURANT","MANHATTAN","260","6 AVENUE",10014,"2129822343","Italian",8
40368370,"BENJAMIN","MANHATTAN","603       ","2 AVENUE                                                                                            ",10016,"2128890750","American ",11
40368374,"JIMMY'S CORNER","MANHATTAN","140","WEST   44 STREET",10036,"2122219510","American ",7
40368526,"FROST RESTAURANT","BROOKLYN","193","FROST STREET",11211,"7183893347","Italian",12
40368552,"SAMMY'S STEAKHOUSE","MANHATTAN","155157    ","CHRISTIE ST.                                                                                        ",10002,"2126730330","Steak",11
40368555,"IL CORTILE RESTAURANT","MANHATTAN","123       ","MULBERRY STREET                                                                                     ",10013,"2122266060","Italian",8
40368577,"DENNY'S PUB","BROOKLYN","106","BEVERLY ROAD",11218,"7184352156","American ",7
40368581,"MARIES CRISIS CAFE","MANHATTAN","59        ","GROVE STREET                                                                                        ",10014,"2122439323","American ",10
40368617,"BOOTS & SADDLE BAR","MANHATTAN","76","CHRISTOPHER STREET",10014,"2126331986","American ",15
40368632,"NEW PARKWAY RESTAURANT","BROOKLYN","7504","13 AVENUE",11228,"7187454371","American ",10
40368725,"CAFE RIAZOR","MANHATTAN","245       ","WEST   16 STREET                                                                                    ",10011,"2127272132","Spanish",8
40368752,"RAOULS","MANHATTAN","180       ","PRINCE STREET                                                                                       ",10012,"2129663518","French",10
40368763,"THE BROOK","MANHATTAN","111       ","EAST   54 STREET                                                                                    ",10022,"2127537020","American ",8
40368801,"MARBELLA RESTAURANT","QUEENS","22033     ","NORTHERN BOULEVARD                                                                                  ",11361,"7184230100","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9
40368809,"P.J.' S","QUEENS","18925     ","UNION TURNPIKE                                                                                      ",11366,"3472683989","American ",6
40368897,"HATSUHANA RESTAURANT","MANHATTAN","17        ","EAST   48 STREET                                                                                    ",10017,"2123553345","Japanese",10
40368908,"STACKS TAVERN","BRONX","5723      ","BROADWAY                        ",10463,"7185499771","Bottled beverages, including water, sodas, juices, etc.",6
40368971,"LA MANGEOIRE","MANHATTAN","1008      ","2 AVENUE                                                                                            ",10022,"2127597086","French",10
40369012,"VALENTINO'S PIZZA","QUEENS","7147      ","KISSENA BOULEVARD                                                                                   ",11367,"7185916464","Pizza/Italian",10
40369016,"VIAND COFFEE SHOP","MANHATTAN","673       ","MADISON AVENUE                                                                                      ",10065,"2127516622","Greek",14
40369017,"PALM TOO","MANHATTAN","840       ","2 AVENUE                                                                                            ",10017,"2126975198","American ",7
40369051,"STEVE'S COFFEE SHOP","QUEENS","403416    ","2ND ST                                                                                              ",11358,"7184456691","Café/Coffee/Tea",4
40369087,"BLUE BAY RESTAURANT","BRONX","3533","JOHNSON AVENUE",10463,"7188846476","American ",13
40369097,"NADA-SUSHI","MANHATTAN","135       ","EAST   50 STREET                                                                                    ",10022,"2128382537","Japanese",9
40369111,"THE HYTES BAR","BROOKLYN","1082      ","ST JOHNS PLACE                                    ",11213,"7187789564","American ",8
40369139,"PERGOLA DES ARTISTES","MANHATTAN","252       ","WEST   46 STREET                                                                                    ",10036,"2123027500","French",3
40369158,"JODY'S CLUB","STATEN ISLAND","372","FOREST AVENUE",10301,"7187276338","American ",11
40369165,"REIF'S TAVERN","MANHATTAN","302","EAST   92 STREET",10128,"2124260519","American ",9
40369213,"WHITESTONE LANES","QUEENS","3005      ","WHITESTONE EXPRESSWAY                                                                               ",11354,"7183536300","American ",11
40369262,"JOHN'S PIZZERIA","QUEENS","8502      ","GRAND AVENUE                                                                                        ",11373,"7184577561","Pizza",4
40369299,"SEASHORE RESTAURANT","BRONX","591       ","CITY ISLAND AVE                                                                                     ",10464,"7188850300","Seafood",8
40369400,"WHITE HORSE TAVERN","MANHATTAN","25","BRIDGE STREET",10004,"2126689046","American ",13
40369418,"CAFFE REGGIO","MANHATTAN","119       ","MAC DOUGAL STREET                                                                                   ",10012,"2124759557","Café/Coffee/Tea",8
40369461,"CAFE UN DEUX TROIS","MANHATTAN","123","WEST   44 STREET",10036,"2123544148","French",11
40369482,"ARMANDO'S PIZZA","BROOKLYN","1366","PENNSYLVANIA AVENUE",11239,"7186428253","Pizza",9
40369495,"DAN TEMPURA","MANHATTAN","2018      ","BROADWAY                                                                                            ",10023,"2128775255","Japanese",8
40369521,"KNICKERBOCKER BAR & GRILL","MANHATTAN","33","UNIVERSITY PLACE",10003,"2122288490","American ",11
40369535,"MCDONALD'S","BROOKLYN","395       ","FLATBUSH AVENUE EXTENSION                                                                           ",11201,"7185224988","Hamburgers",7
40369580,"EL POTE ESPANOL","MANHATTAN","718       ","2 AVENUE                                                                                            ",10016,"2128896680","Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6
40369597,"CAFE CAPRI","BROOKLYN","427","GRAHAM AVENUE",11211,"7183835744","Café/Coffee/Tea",5
40369601,"BRONX GRILL","BRONX","2375","EAST TREMONT AVENUE",10462,"7188925200","American ",19
40369608,"THE RIVER CAFE","BROOKLYN","1","WATER STREET",11201,"7185225200","American ",4
40369619,"MUDVILLE SALOON","MANHATTAN","126       ","CHAMBERS STREET                                                                                     ",10007,"2129640946","American ",8
40369641,"JOHNNY'S REEF RESTAURANT","BRONX","2","CITY ISLAND AVE",10464,"7188852086","Seafood",5
40369667,"WHITE CASTLE","BROOKLYN","846","EMPIRE BOULEVARD",11213,"7187563377","Hamburgers",4
40369669,"WHITE CASTLE","BRONX","2701","BOSTON POST ROAD",10467,"7182314978","Hamburgers",5
40369675,"WHITE CASTLE","QUEENS","43-02","QUEENS BOULEVARD",11104,"7187862475","Hamburgers",4
40369676,"WHITE CASTLE","BROOKLYN","4202      ","FT HAMILTON PARKWAY                                                                                 ",11219,"7184387550","Hamburgers",4
40369716,"FERDINANDO'S RESTAURANT","BROOKLYN","151","UNION STREET",11231,"7188551545","Italian",3
40369724,"MCDONALD'S","QUEENS","106-15","71 AVENUE",11375,"7187938181","Hamburgers",9
40369753,"VIAND CAFE","MANHATTAN","1011      ","MADISON AVENUE                                    ",10075,"2122498250","American ",14
40369759,"NECTAR COFFEE SHOP","MANHATTAN","1022      ","MADISON AVENUE                                                                                      ",10075,"2125354115","American ",12
40369775,"THE CUPPING ROOM","MANHATTAN","359       ","WEST BROADWAY                                                                                       ",10013,"2129252898","American ",11
40369782,"MCDONALD'S","BROOKLYN","701       ","UTICA AVENUE                                                                                        ",11203,"7187780023","Hamburgers",10
40369810,"PETE'S TAVERN","MANHATTAN","129","EAST   18 STREET",10003,"2124737676","American ",6
40369849,"GINO'S PIZZERIA","QUEENS","61-32","SPRINGFIELD BOULEVARD",11364,"7182251475","Pizza/Italian",11
40369857,"CAPTAIN'S KETCH","MANHATTAN","70","PINE STREET",10270,"2124221965","American ",8
40369869,"JIM BRADY'S RESTAURANT","MANHATTAN","75","MAIDEN LANE",10038,"2124251300","Irish",8
40369878,"VILLA MOSCONI RESTAURANT","MANHATTAN","69        ","MACDOUGAL STREET                                                                                    ",10012,"2126730390","Italian",6
40369895,"P & K'S GRILL","BRONX","170       ","WEST  231 STREET                                  ",10463,"3476207880","American ",12
40369915,"MCDONALD'S","BRONX","576581    ","BROADWAY                                                                                            ",10463,"7187964447","Hamburgers",11
40369928,"REME RESTAURANT","MANHATTAN","4021      ","BROADWAY                                                                                            ",10032,"2129235452","American ",10
40369940,"THE NEW AMITY RESTAURANT","MANHATTAN","1134","MADISON AVENUE",10028,"2128613255","American ",11
40369954,"VOLARE RESTAURANT","MANHATTAN","147       ","WEST FOURTH STREET                                                                                  ",10012,"2127772849","Italian",12
40369958,"SPARKS STEAK HOUSE","MANHATTAN","210","EAST   46 STREET",10017,"2126874855","Steak",6
40369983,"THE DART INN","QUEENS","83-18","PARSONS BOULEVARD",11432,"7182911894","American ",12
40370015,"BAMONTE'S RESTAURANT","BROOKLYN","32","WITHERS STREET",11211,"7183848831","Italian",10
40370091,"PIZZA TOWN","QUEENS","1827      ","COLLEGE POINT BOULEVARD                                                                             ",11356,"7189392187","Pizza",12
40370146,"MCDONALD'S","MANHATTAN","427","10 AVENUE",10001,"2125647115","Hamburgers",4
40370150,"JOHN MULLIGAN'S","BRONX","4272","KATONAH AVENUE",10470,"7186553201","American ",9
40370167,"BURGER KING","QUEENS","22210     ","NORTHERN BOULEVARD                                                                                  ",11361,"7182251695","Hamburgers",8
40370168,"EAR INN","MANHATTAN","326","SPRING STREET",10013,"2122269060","American ",12
40370238,"BURGER KING","QUEENS","6815      ","NORTHERN BOULEVARD                                                                                  ",11377,"7187794875","Hamburgers",8
40370239,"BURGER KING","QUEENS","14474     ","NORTHERN BOULEVARD                                                                                  ",11354,"7184633917","Hamburgers",8
40370243,"MUGHLAI RESTAURANT","MANHATTAN","320","COLUMBUS AVENUE",10023,"2127246363","Indian",6
40370342,"GREENPOINT TAVERN","BROOKLYN","188       ","BEDFORD AVENUE                                                                                      ",11249,"7183849539","American ",6
40370356,"MCDONALD'S","STATEN ISLAND","3267      ","RICHMOND AVENUE                                                                                     ",10312,"7189483800","Hamburgers",8
40370425,"TONY'S PIZZERIA","BROOKLYN","336       ","KNICKERBOCKER AVENUE                                                                                ",11237,"7184567020","Pizza/Italian",8
40370436,"ROSSINI'S","MANHATTAN","108       ","EAST   38 STREET                                                                                    ",10016,"2126830135","Italian",7
40370449,"PAT'S STATIONARY","QUEENS","49-20","30 AVENUE",11377,"7187289530","American ",7
40370463,"THREE GUY'S RESTAURANT","MANHATTAN","960       ","MADISON AVENUE                                                                                      ",10021,"2126288108","American ",6
